date,name,code,open,high,low,close,volume,turnover,turnover_rate,pos_p(mean),pos_p(median)
2022/9/7,创业板指,399006,2525.15,2584.85,2522.38,2570.8,85303218,1.61E+11,1.98,0.316606699,0.0894
2022/9/8,创业板指,399006,2570.05,2572.12,2521.54,2523.01,80873956,1.45E+11,1.88,0.248238788,0.0456
2022/9/9,创业板指,399006,2535.74,2551.05,2525.77,2548.22,70056668,1.32E+11,1.63,0.271330732,0.0429
2022/9/13,创业板指,399006,2566.84,2569.11,2537.28,2550.63,70149154,1.29E+11,1.63,0.348460736,0.1236
2022/9/14,创业板指,399006,2512.28,2527.28,2486.08,2503.82,70540152,1.33E+11,1.64,0.276895129,0.0976
2022/9/15,创业板指,399006,2512.45,2515.21,2404.44,2424.19,92202708,1.71E+11,2.14,0.267744011,0.05645
2022/9/16,创业板指,399006,2418.44,2430.23,2366.89,2367.4,81543819,1.47E+11,1.9,0.288119194,0.06985
2022/9/19,创业板指,399006,2360.58,2389.48,2339.03,2350.38,70238823,1.25E+11,1.63,0.222265075,0.0496
2022/9/20,创业板指,399006,2366.79,2397.92,2351.89,2366.9,61600322,1.18E+11,1.43,0.327906158,0.1543
2022/9/21,创业板指,399006,2353.78,2358.96,2322.95,2331.52,63645768,1.12E+11,1.48,0.224351064,0.0449
2022/9/22,创业板指,399006,2309.29,2348.76,2302.64,2319.42,62689388,1.13E+11,1.46,0.278637282,0.071
2022/9/23,创业板指,399006,2320.92,2336.29,2275.29,2303.91,68529871,1.18E+11,1.59,0.266525777,0.0604
2022/9/26,创业板指,399006,2288.23,2358.48,2285.64,2323.05,67549810,1.23E+11,1.57,0.238712897,0.05015
2022/9/27,创业板指,399006,2336.04,2374.74,2325.65,2374.74,66154658,1.20E+11,1.54,0.293612134,0.1046
2022/9/28,创业板指,399006,2367.48,2367.48,2313.77,2313.77,65851571,1.17E+11,1.53,0.246802366,0.0449
2022/9/29,创业板指,399006,2343.28,2359.12,2321.56,2333,63693252,1.12E+11,1.48,0.270118919,0.0884
2022/9/30,创业板指,399006,2335.54,2339.19,2288.19,2288.97,58126088,1.03E+11,1.35,0.269658295,0.06995
2022/10/10,创业板指,399006,2294.72,2301.24,2230.64,2236.24,61381112,1.08E+11,1.43,0.289955155,0.0799
2022/10/11,创业板指,399006,2256.34,2273.9,2245.47,2261.89,55209963,1.01E+11,1.28,0.291612195,0.07395
2022/10/12,创业板指,399006,2260.68,2343.5,2234.46,2343.3,73388821,1.35E+11,1.71,0.272709113,0.07595
2022/10/13,创业板指,399006,2324.47,2374.61,2318.27,2350.69,78662261,1.38E+11,1.83,0.309408213,0.1436
2022/10/14,创业板指,399006,2379.83,2453.04,2365.14,2434.22,89092346,1.74E+11,2.07,0.313054613,0.1089
2022/10/17,创业板指,399006,2419.64,2446.7,2409.52,2435.02,90090084,1.60E+11,2.1,0.379831852,0.2099
2022/10/18,创业板指,399006,2446.36,2469.03,2428.15,2446.93,88359500,1.58E+11,2.06,0.339426946,0.1787
2022/10/19,创业板指,399006,2440.03,2463.78,2425.73,2425.96,82210782,1.47E+11,1.91,0.268245856,0.072
